"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1984-Q4","Q4-1984","IDX","Index","0","Units","2015","2015",0.643510735340901,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q1","Q1-1985","IDX","Index","0","Units","2015","2015",0.658929885292188,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q2","Q2-1985","IDX","Index","0","Units","2015","2015",0.672711437957718,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q3","Q3-1985","IDX","Index","0","Units","2015","2015",0.680502524736165,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q4","Q4-1985","IDX","Index","0","Units","2015","2015",0.690150946842359,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q1","Q1-1986","IDX","Index","0","Units","2015","2015",0.688244260630665,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q2","Q2-1986","IDX","Index","0","Units","2015","2015",0.687160953544547,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q3","Q3-1986","IDX","Index","0","Units","2015","2015",0.688073388358514,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q4","Q4-1986","IDX","Index","0","Units","2015","2015",0.693321949057639,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q1","Q1-1987","IDX","Index","0","Units","2015","2015",0.692783107245433,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q2","Q2-1987","IDX","Index","0","Units","2015","2015",0.704898453169866,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q3","Q3-1987","IDX","Index","0","Units","2015","2015",0.715296755348726,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q4","Q4-1987","IDX","Index","0","Units","2015","2015",0.729059800109153,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q1","Q1-1988","IDX","Index","0","Units","2015","2015",0.744303153815747,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q2","Q2-1988","IDX","Index","0","Units","2015","2015",0.738693787702118,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q3","Q3-1988","IDX","Index","0","Units","2015","2015",0.753298986759629,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q4","Q4-1988","IDX","Index","0","Units","2015","2015",0.758528131182425,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q1","Q1-1989","IDX","Index","0","Units","2015","2015",0.775822051151474,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q2","Q2-1989","IDX","Index","0","Units","2015","2015",0.760160403253187,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q3","Q3-1989","IDX","Index","0","Units","2015","2015",0.7692688588466,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q4","Q4-1989","IDX","Index","0","Units","2015","2015",0.789922894603362,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q1","Q1-1990","IDX","Index","0","Units","2015","2015",0.781688650361461,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q2","Q2-1990","IDX","Index","0","Units","2015","2015",0.802654241299318,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q3","Q3-1990","IDX","Index","0","Units","2015","2015",0.812446229890923,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q4","Q4-1990","IDX","Index","0","Units","2015","2015",0.807340069893739,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q1","Q1-1991","IDX","Index","0","Units","2015","2015",0.809505027835481,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q2","Q2-1991","IDX","Index","0","Units","2015","2015",0.815381099455114,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q3","Q3-1991","IDX","Index","0","Units","2015","2015",0.810225703391913,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q4","Q4-1991","IDX","Index","0","Units","2015","2015",0.813635446508711,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q1","Q1-1992","IDX","Index","0","Units","2015","2015",0.809279609831022,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q2","Q2-1992","IDX","Index","0","Units","2015","2015",0.813901136562652,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q3","Q3-1992","IDX","Index","0","Units","2015","2015",0.813656314932187,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q4","Q4-1992","IDX","Index","0","Units","2015","2015",0.804136873458293,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q1","Q1-1993","IDX","Index","0","Units","2015","2015",0.817021699139976,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q2","Q2-1993","IDX","Index","0","Units","2015","2015",0.811251096969319,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q3","Q3-1993","IDX","Index","0","Units","2015","2015",0.804243464340912,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q4","Q4-1993","IDX","Index","0","Units","2015","2015",0.807068108905312,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q1","Q1-1994","IDX","Index","0","Units","2015","2015",0.815547436257302,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q2","Q2-1994","IDX","Index","0","Units","2015","2015",0.809958284075918,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q3","Q3-1994","IDX","Index","0","Units","2015","2015",0.822116012234414,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q4","Q4-1994","IDX","Index","0","Units","2015","2015",0.81807816164379,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q1","Q1-1995","IDX","Index","0","Units","2015","2015",0.826309114601196,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q2","Q2-1995","IDX","Index","0","Units","2015","2015",0.835595725862949,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q3","Q3-1995","IDX","Index","0","Units","2015","2015",0.843483214444704,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q4","Q4-1995","IDX","Index","0","Units","2015","2015",0.847935767919365,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q1","Q1-1996","IDX","Index","0","Units","2015","2015",0.855111633536952,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q2","Q2-1996","IDX","Index","0","Units","2015","2015",0.861748207074694,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q3","Q3-1996","IDX","Index","0","Units","2015","2015",0.857081774666898,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q4","Q4-1996","IDX","Index","0","Units","2015","2015",0.867884562842051,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q1","Q1-1997","IDX","Index","0","Units","2015","2015",0.864279523560842,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q2","Q2-1997","IDX","Index","0","Units","2015","2015",0.856369422335421,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q3","Q3-1997","IDX","Index","0","Units","2015","2015",0.859412797654421,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q4","Q4-1997","IDX","Index","0","Units","2015","2015",0.861354087466171,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q1","Q1-1998","IDX","Index","0","Units","2015","2015",0.852020738889954,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q2","Q2-1998","IDX","Index","0","Units","2015","2015",0.851796808398263,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q3","Q3-1998","IDX","Index","0","Units","2015","2015",0.855992982715829,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q4","Q4-1998","IDX","Index","0","Units","2015","2015",0.865250365227446,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q1","Q1-1999","IDX","Index","0","Units","2015","2015",0.85608246304192,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q2","Q2-1999","IDX","Index","0","Units","2015","2015",0.859652919231855,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q3","Q3-1999","IDX","Index","0","Units","2015","2015",0.863573149257018,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q4","Q4-1999","IDX","Index","0","Units","2015","2015",0.864630590137533,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q1","Q1-2000","IDX","Index","0","Units","2015","2015",0.885042428988048,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q2","Q2-2000","IDX","Index","0","Units","2015","2015",0.88591442532378,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q3","Q3-2000","IDX","Index","0","Units","2015","2015",0.88628918973789,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q4","Q4-2000","IDX","Index","0","Units","2015","2015",0.891186520923506,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q1","Q1-2001","IDX","Index","0","Units","2015","2015",0.897415146179419,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q2","Q2-2001","IDX","Index","0","Units","2015","2015",0.898815630750459,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q3","Q3-2001","IDX","Index","0","Units","2015","2015",0.893670789406307,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q4","Q4-2001","IDX","Index","0","Units","2015","2015",0.891639550759383,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q1","Q1-2002","IDX","Index","0","Units","2015","2015",0.896244500927107,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q2","Q2-2002","IDX","Index","0","Units","2015","2015",0.90953809560639,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q3","Q3-2002","IDX","Index","0","Units","2015","2015",0.911625889069868,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2015","2015",0.914446296837967,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2015","2015",0.916097094006612,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2015","2015",0.92029651337549,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2015","2015",0.924425456097808,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2015","2015",0.934821991471378,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2015","2015",0.940732976139872,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2015","2015",0.939527803806483,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2015","2015",0.945038007116883,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2015","2015",0.944364651039942,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2015","2015",0.946837815218285,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2015","2015",0.950739413244592,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q3","Q3-2005","IDX","Index","0","Units","2015","2015",0.957007314085134,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q4","Q4-2005","IDX","Index","0","Units","2015","2015",0.961193385866571,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q1","Q1-2006","IDX","Index","0","Units","2015","2015",0.960318379722369,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q2","Q2-2006","IDX","Index","0","Units","2015","2015",0.963387394349941,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q3","Q3-2006","IDX","Index","0","Units","2015","2015",0.958143605327658,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q4","Q4-2006","IDX","Index","0","Units","2015","2015",0.968189943037696,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2015","2015",0.976086652832767,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2015","2015",0.972401085324375,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2015","2015",0.969559289611761,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2015","2015",0.972168307653003,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2015","2015",0.979265108428144,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2015","2015",0.97298365500376,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2015","2015",0.964802383234568,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2015","2015",0.941546466751008,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2015","2015",0.90130236802694,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2015","2015",0.928236795906274,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2015","2015",0.930223450510443,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2015","2015",0.944856392341579,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2015","2015",0.950716981893087,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2015","2015",0.966025242403769,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2015","2015",0.979900279935036,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2015","2015",0.973260478585133,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015","2015",0.957485019179546,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015","2015",0.955254887987971,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015","2015",0.979491022240207,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015","2015",0.976425183362997,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015","2015",0.991328072251617,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015","2015",0.983934103303828,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015","2015",0.978975898178063,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015","2015",0.980936504714969,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015","2015",0.989328084730051,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015","2015",0.995186201425934,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015","2015",1.00252928865548,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015","2015",0.996988782830267,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015","2015",1.00809734760788,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015","2015",0.986403214845175,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015","2015",0.986607426189682,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015","2015",0.989646509702885,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015","2015",1.00185672540071,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015","2015",1.00333716371689,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015","2015",1.00070177085969,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015","2015",0.994129857929009,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015","2015",0.998351694529917,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015","2015",0.997421717877834,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015","2015",0.994713503577829,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2015","2015",0.99442822327507,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2015","2015",1.00354919838995,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2015","2015",1.00436573995179,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2015","2015",1.00586180370051,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2015","2015",1.00745066488168,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015","2015",0.995183443582261,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015","2015",0.997031557485151,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015","2015",0.991094683228946,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015","2015",0.988799537422012,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015","2015",0.993767890881341,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015","2015",0.99887666143412,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015","2015",0.995308316225555,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015","2015",0.991925454365637,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015","2015",0.992778773331629,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015","2015",0.99601583572367,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015","2015",0.993542480538035,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015","2015",0.994300231761161,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015","2015",0.996672874126093,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015","2015",0.999180047454411,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015","2015",0.996163433726729,,
"JPN","Japan","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015","2015",0.99454471489068,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1964-Q1","Q1-1964","IDX","Index","0","Units","2015","2015",0.401549514662467,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1964-Q2","Q2-1964","IDX","Index","0","Units","2015","2015",0.408922189102663,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1964-Q3","Q3-1964","IDX","Index","0","Units","2015","2015",0.413895842222321,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1964-Q4","Q4-1964","IDX","Index","0","Units","2015","2015",0.4169084335312,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1965-Q1","Q1-1965","IDX","Index","0","Units","2015","2015",0.416536888327403,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1965-Q2","Q2-1965","IDX","Index","0","Units","2015","2015",0.41891379315,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1965-Q3","Q3-1965","IDX","Index","0","Units","2015","2015",0.422675938248454,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1965-Q4","Q4-1965","IDX","Index","0","Units","2015","2015",0.428300199555955,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1966-Q1","Q1-1966","IDX","Index","0","Units","2015","2015",0.43788088792345,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1966-Q2","Q2-1966","IDX","Index","0","Units","2015","2015",0.445313827781983,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1966-Q3","Q3-1966","IDX","Index","0","Units","2015","2015",0.451400413590153,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1966-Q4","Q4-1966","IDX","Index","0","Units","2015","2015",0.454476746763228,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1967-Q1","Q1-1967","IDX","Index","0","Units","2015","2015",0.453374401166705,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1967-Q2","Q2-1967","IDX","Index","0","Units","2015","2015",0.448302136043544,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1967-Q3","Q3-1967","IDX","Index","0","Units","2015","2015",0.440300409470392,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1967-Q4","Q4-1967","IDX","Index","0","Units","2015","2015",0.431305481809181,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1968-Q1","Q1-1968","IDX","Index","0","Units","2015","2015",0.420315699430468,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1968-Q2","Q2-1968","IDX","Index","0","Units","2015","2015",0.41496117357702,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1968-Q3","Q3-1968","IDX","Index","0","Units","2015","2015",0.412714074667982,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1968-Q4","Q4-1968","IDX","Index","0","Units","2015","2015",0.413171691913522,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1969-Q1","Q1-1969","IDX","Index","0","Units","2015","2015",0.417128838041337,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1969-Q2","Q2-1969","IDX","Index","0","Units","2015","2015",0.419927626916974,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1969-Q3","Q3-1969","IDX","Index","0","Units","2015","2015",0.422733440290227,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1969-Q4","Q4-1969","IDX","Index","0","Units","2015","2015",0.425596377774386,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1970-Q1","Q1-1970","IDX","Index","0","Units","2015","2015",0.431600403468387,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1970-Q2","Q2-1970","IDX","Index","0","Units","2015","2015",0.432716874824263,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1970-Q3","Q3-1970","IDX","Index","0","Units","2015","2015",0.43806273743669,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1970-Q4","Q4-1970","IDX","Index","0","Units","2015","2015",0.446263491675469,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1971-Q1","Q1-1971","IDX","Index","0","Units","2015","2015",0.458928666862553,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1971-Q2","Q2-1971","IDX","Index","0","Units","2015","2015",0.467813647039528,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1971-Q3","Q3-1971","IDX","Index","0","Units","2015","2015",0.475127302769499,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1971-Q4","Q4-1971","IDX","Index","0","Units","2015","2015",0.480433526570214,,
"ISL","Iceland","PDTY","Labour productivity, total economy","Q","Quarterly","1972-Q1","Q1-1972","IDX","Index","0","Units","2015","2015",0.482633364205325,,
